EmployeeID,Age,Gender,Department,JobRole,EducationLevel,MaritalStatus,Location,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,PerformanceRating,WorkLifeBalance,JobSatisfaction,TrainingTimesLastYear,OverTime,Attrition,HireDate,LastWorkingDate
1253,33,Other,R&D,Associate,High School,Single,Chennai,150251,7,14,9,2,4,3,2,No,Yes,2020-11-09,2023-04-23
1254,56,Male,Operations,Manager,Masters,Divorced,Hyderabad,151120,18,10,8,4,3,3,0,No,No,2022-02-17,
1255,27,Male,Operations,Executive,Bachelors,Divorced,Mumbai,60647,15,2,9,5,2,3,4,No,Yes,2019-04-24,2021-04-22
1256,43,Other,HR,Associate,Bachelors,Married,Delhi,28888,6,8,5,1,1,4,7,No,No,2016-12-19,
1257,23,Female,Sales,Specialist,Bachelors,Divorced,Chennai,123170,16,14,9,3,1,2,0,No,No,2022-10-02,
1258,58,Other,Operations,Specialist,Bachelors,Single,Bangalore,62443,19,0,0,1,2,3,2,No,Yes,2011-12-14,2013-05-08
1259,26,Other,Finance,Analyst,Bachelors,Married,Mumbai,41292,6,4,7,3,3,2,0,No,Yes,2019-01-16,2023-11-24
1260,41,Male,Sales,Specialist,Masters,Divorced,Hyderabad,158907,15,9,3,4,2,1,1,No,Yes,2015-12-10,2021-08-06
1261,31,Other,Marketing,Executive,PhD,Married,Delhi,51440,15,12,5,1,1,4,5,Yes,No,2016-01-29,
1262,26,Female,HR,Specialist,Masters,Divorced,Bangalore,141677,15,6,3,1,1,3,8,No,No,2011-05-13,
1263,34,Other,R&D,Specialist,Bachelors,Married,Hyderabad,160467,3,7,7,3,2,2,7,No,Yes,2016-10-29,2020-04-01
1264,45,Male,HR,Engineer,Masters,Single,Mumbai,57594,16,0,1,4,2,2,4,No,No,2014-02-10,
1265,46,Female,Finance,Analyst,Bachelors,Single,Mumbai,66211,16,8,2,5,1,4,4,No,No,2020-03-25,
1266,42,Female,Marketing,Executive,Bachelors,Single,Pune,87143,15,13,0,1,3,4,5,No,No,2017-07-08,
1267,27,Other,Finance,Manager,PhD,Single,Chennai,31826,0,8,1,2,1,2,2,Yes,No,2022-06-14,
1268,33,Female,Marketing,Associate,PhD,Divorced,Chennai,103106,14,0,6,4,4,4,4,No,No,2022-09-08,
1269,44,Female,Marketing,Engineer,Masters,Married,Hyderabad,176910,4,12,5,4,4,3,4,No,No,2017-11-08,
1270,59,Male,R&D,Manager,Masters,Divorced,Hyderabad,33429,7,4,1,4,2,4,0,No,No,2023-01-10,
1271,27,Other,R&D,Manager,Masters,Single,Bangalore,149101,17,0,5,3,3,1,1,No,No,2022-06-22,
1272,31,Male,Marketing,Executive,Masters,Married,Delhi,77865,15,1,0,1,2,2,3,No,No,2019-03-13,
1273,59,Other,IT,Associate,High School,Single,Pune,121311,12,11,1,3,1,1,8,No,No,2020-01-16,
1274,49,Other,Sales,Manager,Masters,Married,Pune,135016,13,14,8,2,3,4,2,Yes,No,2019-02-17,
1275,27,Other,Finance,Associate,PhD,Single,Pune,51094,11,13,1,3,4,3,4,Yes,No,2010-10-05,
1276,32,Other,Marketing,Specialist,PhD,Divorced,Delhi,195911,18,14,0,4,3,3,1,No,Yes,2022-12-01,2023-01-18
1277,25,Male,R&D,Manager,PhD,Married,Delhi,47740,0,9,3,1,2,2,4,No,No,2013-05-09,
1278,40,Male,HR,Specialist,PhD,Married,Mumbai,46119,16,14,4,3,2,2,9,No,No,2016-08-03,
1279,21,Male,R&D,Analyst,Bachelors,Divorced,Mumbai,89306,14,1,0,1,3,3,1,Yes,No,2023-10-05,
1280,42,Other,Finance,Executive,PhD,Single,Chennai,37769,17,14,0,1,2,2,2,Yes,No,2019-01-25,
1281,26,Other,Finance,Analyst,Masters,Divorced,Mumbai,22882,8,10,4,4,1,2,9,No,No,2012-10-13,
1282,24,Male,Finance,Associate,PhD,Married,Chennai,153909,7,12,9,1,2,4,5,No,Yes,2020-07-11,2022-02-27
1283,43,Male,R&D,Analyst,PhD,Married,Delhi,64397,9,7,8,2,4,3,7,Yes,No,2018-07-26,
1284,25,Other,R&D,Specialist,Masters,Divorced,Pune,57710,17,3,2,3,4,2,6,No,Yes,2023-05-13,2023-12-11
1285,44,Male,HR,Analyst,Masters,Married,Bangalore,133435,10,10,0,4,2,1,4,No,No,2021-12-28,
1286,44,Male,HR,Executive,Bachelors,Divorced,Mumbai,137286,14,2,8,4,1,1,2,No,No,2022-07-27,
1287,42,Female,IT,Manager,High School,Single,Pune,111472,3,12,7,1,3,4,4,No,No,2020-02-13,
1288,43,Other,Marketing,Engineer,Bachelors,Single,Chennai,33890,4,2,5,2,1,2,2,No,No,2019-02-13,
1289,44,Other,Marketing,Manager,Masters,Married,Bangalore,62000,7,9,1,4,4,3,5,Yes,No,2010-02-20,
1290,55,Male,IT,Associate,Masters,Married,Bangalore,139004,4,6,0,1,4,4,9,No,No,2012-09-22,
1291,59,Male,Sales,Analyst,PhD,Married,Pune,76313,2,1,5,1,1,1,9,No,No,2023-09-20,
1292,44,Male,Sales,Executive,High School,Divorced,Delhi,124405,16,13,9,4,1,4,0,No,No,2020-04-28,
1293,39,Male,Operations,Executive,PhD,Married,Delhi,57317,12,2,9,3,2,1,3,No,No,2012-04-24,
1294,50,Other,Operations,Analyst,PhD,Divorced,Chennai,109882,6,3,1,5,3,3,0,Yes,No,2015-03-02,
1295,33,Other,Operations,Engineer,Bachelors,Divorced,Pune,57890,17,13,2,1,1,2,7,No,No,2014-07-30,
1296,33,Other,Sales,Specialist,High School,Married,Chennai,142189,2,2,7,5,4,4,2,No,No,2016-06-06,
1297,53,Female,IT,Associate,High School,Married,Mumbai,189350,19,3,7,5,3,3,5,No,No,2018-10-09,
1298,30,Other,Operations,Manager,Masters,Divorced,Bangalore,184503,13,1,5,4,1,1,5,No,No,2013-02-26,
1299,57,Female,Operations,Manager,High School,Married,Bangalore,172581,18,3,6,3,4,1,9,No,Yes,2010-10-26,2018-02-18
1300,25,Other,IT,Engineer,High School,Divorced,Hyderabad,136475,7,8,9,1,2,4,3,Yes,No,2012-11-15,
1301,57,Female,HR,Executive,PhD,Married,Mumbai,187813,18,1,6,4,3,1,8,No,No,2014-05-01,
1302,28,Male,IT,Analyst,High School,Single,Mumbai,99397,3,11,8,3,1,4,9,No,No,2016-05-28,
1303,33,Female,HR,Associate,High School,Married,Chennai,191206,11,4,1,5,4,2,2,No,No,2021-03-10,
1304,58,Other,Sales,Executive,Masters,Single,Mumbai,105195,18,9,0,1,1,4,8,No,No,2020-04-08,
1305,29,Male,R&D,Executive,Bachelors,Divorced,Delhi,144555,8,14,1,3,3,3,7,No,No,2017-08-11,
1306,40,Other,IT,Associate,Masters,Single,Hyderabad,36738,7,1,0,5,3,2,8,Yes,No,2011-08-14,
1307,27,Male,R&D,Engineer,Masters,Divorced,Chennai,46014,17,7,6,5,4,1,3,No,No,2016-08-20,
1308,40,Female,HR,Specialist,Bachelors,Divorced,Bangalore,109196,17,3,8,4,4,1,7,No,No,2018-05-30,
1309,29,Other,HR,Engineer,PhD,Married,Chennai,46924,1,12,8,4,2,4,5,No,Yes,2010-12-04,2020-02-15
1310,25,Other,Marketing,Analyst,High School,Divorced,Chennai,28254,2,3,0,3,2,1,7,Yes,No,2021-07-06,
1311,24,Female,HR,Manager,Masters,Married,Delhi,23273,2,6,6,1,2,1,3,Yes,No,2016-05-31,
1312,34,Male,Operations,Analyst,Bachelors,Divorced,Hyderabad,102641,7,10,9,3,1,3,6,No,No,2013-09-08,
1313,24,Other,Finance,Associate,High School,Divorced,Pune,145801,3,14,9,4,1,2,5,Yes,No,2012-12-28,
1314,38,Female,Operations,Associate,High School,Married,Mumbai,193497,11,8,0,3,4,2,7,Yes,No,2015-06-27,
1315,25,Female,Finance,Executive,Bachelors,Married,Delhi,161929,3,13,0,2,4,3,8,No,No,2015-04-18,
1316,35,Male,Finance,Engineer,Bachelors,Married,Pune,93401,13,3,9,5,1,3,0,No,No,2016-10-16,
1317,48,Male,Operations,Manager,Masters,Married,Delhi,90726,8,5,9,3,1,4,6,No,Yes,2023-05-30,2023-09-30
1318,41,Other,Finance,Associate,PhD,Single,Bangalore,174509,1,7,6,1,2,1,4,No,No,2019-12-11,
1319,26,Other,Sales,Analyst,Masters,Single,Mumbai,190365,6,8,4,4,2,1,7,Yes,No,2010-01-07,
1320,48,Male,R&D,Analyst,PhD,Divorced,Hyderabad,66009,17,8,2,4,2,4,5,No,No,2019-06-10,
1321,45,Female,HR,Specialist,Bachelors,Single,Pune,190715,10,0,7,3,2,2,0,No,Yes,2018-07-03,2021-01-02
1322,42,Male,R&D,Executive,PhD,Married,Pune,167239,18,12,9,5,3,4,6,Yes,No,2020-03-09,
1323,32,Other,Marketing,Executive,High School,Married,Bangalore,162097,17,3,9,1,1,1,9,No,No,2013-07-30,
1324,56,Male,Finance,Manager,Bachelors,Married,Mumbai,27176,14,13,2,3,4,1,9,No,Yes,2019-06-18,2022-11-11
1325,36,Male,HR,Associate,High School,Single,Bangalore,140403,16,5,7,5,3,2,8,Yes,No,2020-01-15,
1326,37,Other,HR,Associate,High School,Divorced,Hyderabad,47387,14,1,4,3,1,4,0,No,No,2020-04-15,
1327,55,Other,IT,Manager,Bachelors,Divorced,Bangalore,100399,1,14,0,4,1,4,3,No,No,2010-06-24,
1328,38,Female,Finance,Associate,Masters,Divorced,Hyderabad,58038,14,9,8,1,1,4,6,No,Yes,2015-12-02,2018-12-17
1329,32,Other,IT,Manager,High School,Divorced,Hyderabad,38268,19,12,7,4,4,3,7,No,No,2017-05-18,
1330,48,Male,Sales,Executive,PhD,Divorced,Mumbai,54609,1,8,9,3,3,3,9,Yes,No,2019-09-02,
1331,40,Male,IT,Executive,PhD,Single,Delhi,122601,4,8,3,2,3,1,1,No,Yes,2019-08-07,2023-05-19
1332,22,Female,Marketing,Associate,High School,Married,Delhi,28983,5,11,4,1,1,2,6,Yes,No,2016-01-04,
1333,31,Female,Sales,Engineer,High School,Single,Hyderabad,97513,10,10,1,3,3,3,8,No,No,2014-08-18,
1334,55,Female,Marketing,Executive,PhD,Married,Chennai,40641,18,3,7,2,4,3,5,No,Yes,2023-11-30,2023-12-17
1335,55,Female,HR,Engineer,Masters,Divorced,Mumbai,152511,14,13,6,3,1,3,0,No,No,2012-02-19,
1336,37,Other,Sales,Analyst,Masters,Married,Hyderabad,75309,17,8,4,1,1,4,6,No,No,2021-10-02,
1337,57,Male,IT,Associate,High School,Single,Pune,88591,13,10,2,2,3,2,8,No,No,2012-07-12,
1338,24,Other,Sales,Analyst,Masters,Divorced,Pune,132175,10,5,3,4,1,4,1,No,No,2014-03-28,
1339,58,Male,HR,Executive,Bachelors,Single,Pune,20244,13,13,9,3,2,3,7,No,Yes,2011-05-07,2016-12-19
1340,54,Other,Sales,Specialist,Bachelors,Married,Delhi,49583,8,12,6,2,4,3,5,Yes,No,2020-10-04,
1341,47,Male,Finance,Associate,High School,Married,Bangalore,127327,1,12,0,1,2,4,2,No,No,2016-07-28,
1342,50,Other,Sales,Associate,Masters,Married,Chennai,36108,7,5,0,5,4,1,2,Yes,No,2014-12-15,
1343,28,Other,R&D,Executive,Masters,Single,Chennai,138178,6,11,2,3,4,1,3,No,No,2022-01-21,
1344,40,Male,Operations,Manager,Masters,Married,Mumbai,156343,3,1,9,1,1,2,5,No,No,2019-07-22,
1345,45,Male,HR,Associate,Bachelors,Single,Hyderabad,199857,17,7,5,2,4,1,3,No,No,2018-07-10,
1346,39,Male,R&D,Analyst,PhD,Divorced,Hyderabad,97228,4,9,5,5,2,2,3,No,No,2016-11-18,
1347,56,Female,Operations,Manager,High School,Divorced,Hyderabad,163009,6,2,0,4,2,2,8,No,No,2011-04-25,
1348,51,Male,Operations,Analyst,High School,Married,Mumbai,106157,13,5,0,1,2,4,2,Yes,No,2018-01-19,
1349,59,Female,IT,Associate,PhD,Married,Pune,191955,11,8,3,5,1,3,9,Yes,No,2023-03-12,
1350,56,Male,Operations,Executive,High School,Divorced,Mumbai,102641,19,6,1,3,4,1,6,No,No,2015-01-06,
1351,42,Other,HR,Engineer,Masters,Single,Delhi,184334,19,6,8,3,3,3,1,Yes,No,2011-09-03,
1352,39,Female,Finance,Associate,High School,Divorced,Delhi,41725,14,10,8,1,2,2,6,No,No,2017-10-17,
1353,52,Female,R&D,Engineer,High School,Married,Chennai,62407,1,0,6,4,2,4,7,No,No,2014-05-03,
1354,48,Male,Finance,Analyst,Masters,Divorced,Delhi,158822,17,7,8,5,3,4,8,Yes,Yes,2013-08-19,2022-09-26
1355,50,Male,Sales,Executive,Masters,Divorced,Pune,124887,6,9,5,3,4,3,4,No,Yes,2017-02-21,2019-10-11
1356,34,Female,Sales,Analyst,High School,Divorced,Delhi,34239,17,10,7,2,1,4,3,No,No,2018-02-13,
1357,58,Female,R&D,Engineer,Masters,Married,Bangalore,148431,19,7,7,3,4,1,5,Yes,Yes,2019-05-27,2021-01-14
1358,55,Other,R&D,Manager,Masters,Single,Hyderabad,33107,6,1,2,2,4,2,7,Yes,No,2019-12-06,
1359,21,Other,Operations,Engineer,Bachelors,Divorced,Pune,86567,1,2,8,3,1,1,5,No,No,2016-08-07,
1360,35,Other,IT,Specialist,PhD,Divorced,Delhi,98513,6,9,7,3,2,4,1,No,No,2022-12-11,
1361,37,Male,Finance,Manager,Bachelors,Married,Chennai,32661,7,6,3,3,3,3,3,Yes,No,2018-11-26,
1362,33,Other,HR,Associate,Bachelors,Married,Hyderabad,148145,15,0,3,5,2,4,3,Yes,No,2015-08-29,
1363,41,Other,Finance,Specialist,Masters,Divorced,Bangalore,84666,18,6,2,2,2,3,2,Yes,No,2018-04-21,
1364,25,Female,IT,Executive,Masters,Married,Pune,30995,8,7,6,4,3,4,4,No,No,2021-02-14,
1365,28,Female,Marketing,Executive,Bachelors,Married,Chennai,133926,1,13,6,3,1,2,4,Yes,No,2017-05-10,
1366,35,Male,IT,Manager,High School,Single,Delhi,48004,12,7,5,3,1,1,1,No,No,2011-10-28,
1367,21,Other,Operations,Associate,PhD,Divorced,Hyderabad,166539,19,3,4,3,1,4,2,No,No,2023-04-23,
1368,39,Female,Sales,Executive,Bachelors,Single,Mumbai,24860,17,7,0,3,1,3,6,No,No,2012-09-21,
1369,56,Other,Sales,Associate,PhD,Single,Delhi,195365,8,3,9,3,1,3,8,Yes,No,2012-03-20,
1370,53,Other,HR,Executive,PhD,Single,Pune,112404,11,9,1,1,4,1,1,Yes,No,2016-07-11,
1371,31,Male,R&D,Analyst,Bachelors,Divorced,Pune,94474,16,3,6,2,4,1,0,No,No,2010-08-12,
1372,57,Other,Operations,Analyst,PhD,Divorced,Chennai,36488,11,13,9,5,3,1,9,Yes,Yes,2021-10-28,2021-11-05
1373,46,Male,HR,Associate,PhD,Divorced,Chennai,190458,19,0,9,3,1,1,5,No,No,2011-06-10,
1374,35,Male,Sales,Executive,Bachelors,Single,Hyderabad,69107,12,0,8,1,4,1,5,Yes,No,2022-10-21,
1375,43,Male,Finance,Associate,Bachelors,Single,Pune,167722,5,10,5,2,2,1,2,No,No,2014-05-13,
1376,48,Male,R&D,Specialist,PhD,Married,Mumbai,85941,5,6,7,4,3,3,5,Yes,No,2023-02-05,
1377,38,Male,Marketing,Associate,High School,Married,Delhi,160594,11,14,9,5,4,4,1,Yes,No,2019-05-31,
1378,44,Female,IT,Manager,Masters,Divorced,Bangalore,161025,7,11,4,1,3,1,6,No,No,2013-09-02,
1379,34,Male,HR,Manager,PhD,Divorced,Mumbai,44496,5,9,6,3,2,2,0,Yes,No,2015-06-12,
1380,41,Other,Marketing,Executive,PhD,Married,Chennai,137213,12,7,1,1,3,3,8,Yes,No,2015-09-12,
1381,40,Other,HR,Executive,Bachelors,Married,Delhi,56182,5,9,8,2,2,1,9,No,No,2014-04-30,
1382,36,Female,R&D,Executive,Bachelors,Married,Pune,182893,7,13,1,5,4,4,0,No,No,2023-03-01,
1383,45,Other,Marketing,Manager,Bachelors,Single,Delhi,102427,2,4,5,4,2,2,7,Yes,Yes,2022-11-30,2023-09-21
1384,50,Female,HR,Executive,High School,Divorced,Mumbai,29117,18,6,2,3,4,1,0,No,No,2010-11-11,
1385,48,Female,IT,Analyst,PhD,Single,Mumbai,143491,5,11,4,5,4,3,0,No,No,2019-10-19,
1386,23,Male,HR,Engineer,Bachelors,Married,Pune,96586,14,2,1,2,1,4,9,No,Yes,2015-11-16,2021-12-19
1387,55,Female,IT,Associate,Masters,Divorced,Chennai,88607,9,5,8,5,3,1,2,No,Yes,2022-09-22,2022-12-29
1388,41,Female,Marketing,Associate,PhD,Divorced,Pune,182491,11,6,4,5,3,1,4,No,Yes,2019-02-22,2022-11-28
1389,54,Female,IT,Analyst,PhD,Divorced,Mumbai,104553,18,8,8,3,4,4,7,No,No,2018-07-25,
1390,58,Female,Operations,Analyst,PhD,Married,Delhi,136779,18,10,0,3,2,3,1,Yes,No,2017-09-25,
1391,38,Male,IT,Engineer,PhD,Single,Mumbai,36040,14,6,3,5,1,1,0,Yes,No,2012-01-25,
1392,56,Male,Sales,Analyst,Masters,Divorced,Bangalore,51276,1,11,9,4,3,3,3,No,No,2014-07-04,
1393,58,Other,R&D,Analyst,Bachelors,Divorced,Delhi,170434,3,9,4,2,1,2,5,No,Yes,2016-08-15,2023-08-15
1394,59,Other,IT,Executive,PhD,Divorced,Hyderabad,112676,3,3,8,3,2,3,1,No,No,2017-02-24,
1395,59,Female,Marketing,Executive,High School,Married,Chennai,78282,3,6,9,3,2,3,5,No,No,2012-09-15,
1396,47,Male,IT,Engineer,High School,Single,Pune,188902,13,8,8,1,2,2,6,Yes,No,2016-12-16,
1397,30,Female,Operations,Analyst,PhD,Married,Bangalore,136445,9,1,5,4,1,2,8,Yes,No,2010-04-20,
1398,57,Male,Finance,Engineer,Masters,Single,Pune,158312,7,6,7,4,2,3,6,No,No,2022-07-12,
1399,52,Other,HR,Manager,Masters,Single,Mumbai,166246,18,1,1,3,2,3,7,No,Yes,2011-07-27,2013-03-29
1400,46,Male,Marketing,Executive,PhD,Married,Bangalore,158320,18,10,3,3,1,3,0,No,No,2018-03-30,
1401,25,Male,R&D,Engineer,High School,Single,Pune,58493,16,10,7,2,2,4,9,No,No,2011-09-29,
1402,38,Other,IT,Manager,PhD,Single,Chennai,97097,18,3,0,1,4,4,4,No,No,2011-08-19,
1403,54,Male,R&D,Engineer,Masters,Single,Hyderabad,142540,7,6,0,4,4,3,5,No,No,2018-06-15,
1404,29,Male,Marketing,Executive,Masters,Divorced,Mumbai,153847,8,13,6,3,1,4,7,Yes,No,2018-12-11,
1405,29,Male,R&D,Specialist,Bachelors,Married,Mumbai,170694,0,0,4,3,4,1,5,No,No,2022-04-23,
1406,35,Female,R&D,Executive,PhD,Divorced,Chennai,58533,5,3,4,4,4,2,1,No,No,2014-11-21,
1407,47,Male,IT,Engineer,High School,Married,Pune,115220,5,4,5,1,4,3,1,Yes,No,2023-10-11,
1408,41,Male,R&D,Analyst,High School,Single,Pune,43696,8,2,1,4,1,3,4,No,No,2013-02-02,
1409,40,Female,R&D,Engineer,Masters,Married,Chennai,125160,0,9,2,4,3,3,4,No,No,2023-03-19,
1410,39,Male,R&D,Manager,Bachelors,Divorced,Chennai,173405,6,3,6,4,3,2,1,Yes,No,2016-08-26,
1411,40,Female,Marketing,Executive,Masters,Married,Delhi,82814,5,5,8,1,1,4,8,No,No,2014-01-28,
1412,42,Other,Marketing,Executive,PhD,Divorced,Bangalore,140591,1,9,5,4,2,4,3,No,No,2013-07-15,
1413,48,Female,R&D,Engineer,Masters,Married,Mumbai,45835,15,5,3,4,3,1,6,No,No,2019-06-25,
1414,57,Female,HR,Engineer,High School,Divorced,Mumbai,109001,11,0,4,5,2,3,6,No,Yes,2012-01-26,2020-07-05
1415,57,Male,Operations,Specialist,High School,Divorced,Mumbai,127938,8,5,5,3,4,2,3,No,No,2013-01-22,
1416,28,Female,R&D,Associate,Masters,Single,Hyderabad,173516,9,1,8,2,2,1,1,No,Yes,2021-05-15,2023-05-21
1417,51,Male,Marketing,Executive,Masters,Divorced,Mumbai,158573,14,13,6,3,1,3,2,Yes,No,2012-09-11,
1418,48,Female,Finance,Manager,High School,Divorced,Bangalore,38227,3,3,1,5,1,3,3,Yes,No,2010-09-21,
1419,44,Female,HR,Associate,Bachelors,Single,Hyderabad,41711,19,14,6,4,2,1,5,No,Yes,2020-02-25,2021-04-04
1420,38,Male,R&D,Specialist,Masters,Married,Bangalore,74583,13,14,4,1,4,1,1,No,No,2011-09-26,
1421,47,Female,Marketing,Engineer,Bachelors,Married,Hyderabad,189246,8,3,0,4,2,1,0,No,No,2010-04-13,
1422,48,Female,HR,Engineer,Masters,Divorced,Chennai,107893,17,5,8,3,4,3,8,No,No,2022-04-25,
1423,54,Other,Marketing,Manager,Bachelors,Single,Hyderabad,23657,14,8,6,3,4,1,3,Yes,No,2015-04-23,
1424,44,Female,R&D,Executive,High School,Married,Bangalore,55865,13,9,9,5,2,1,4,No,No,2011-06-10,
1425,47,Other,HR,Specialist,Masters,Divorced,Chennai,138728,6,9,7,1,2,1,5,Yes,No,2014-11-14,
1426,47,Male,Operations,Associate,High School,Single,Pune,36220,16,3,6,1,3,4,6,No,No,2023-10-27,
1427,59,Other,Sales,Analyst,PhD,Single,Chennai,145223,6,5,8,2,1,3,6,Yes,No,2011-08-06,
1428,42,Male,Sales,Engineer,Masters,Divorced,Bangalore,68737,7,0,1,5,4,4,5,Yes,No,2023-12-20,
1429,47,Male,Operations,Engineer,Masters,Single,Bangalore,113709,15,6,4,3,1,4,6,No,Yes,2021-09-04,2022-02-05
1430,46,Other,Finance,Associate,Masters,Divorced,Hyderabad,138819,17,2,0,1,1,3,4,No,No,2014-01-13,
1431,55,Female,Operations,Manager,Masters,Married,Bangalore,86480,15,7,1,5,3,3,8,No,No,2018-01-14,
1432,46,Male,IT,Specialist,Bachelors,Married,Chennai,120919,13,13,8,1,4,4,1,No,No,2015-06-16,
1433,40,Male,HR,Specialist,High School,Divorced,Bangalore,23145,9,10,7,4,2,1,7,No,No,2015-02-10,
1434,27,Other,HR,Specialist,PhD,Divorced,Hyderabad,93352,15,4,1,2,4,3,1,No,No,2023-11-14,
1435,44,Male,Sales,Analyst,PhD,Single,Bangalore,105642,19,2,0,2,1,1,3,Yes,No,2021-11-03,
1436,49,Female,Operations,Executive,Bachelors,Divorced,Delhi,184967,18,5,6,4,4,1,4,Yes,No,2020-10-31,
1437,30,Male,Finance,Associate,Bachelors,Divorced,Hyderabad,129513,19,12,0,4,1,2,9,Yes,No,2021-04-30,
1438,41,Male,Marketing,Manager,Bachelors,Married,Delhi,80263,8,7,0,5,3,4,6,No,No,2018-01-10,
1439,26,Other,Sales,Executive,PhD,Divorced,Bangalore,147129,1,10,8,4,4,2,4,No,Yes,2020-10-07,2022-03-16
1440,50,Female,Operations,Manager,Masters,Single,Pune,43301,14,14,3,3,1,4,9,No,No,2014-06-25,
1441,49,Female,Operations,Executive,PhD,Divorced,Delhi,195112,10,10,8,5,2,2,9,Yes,No,2012-04-20,
1442,41,Male,IT,Associate,PhD,Divorced,Hyderabad,92597,8,12,4,5,4,3,0,Yes,Yes,2011-01-20,2014-06-11
1443,59,Other,Marketing,Specialist,Bachelors,Divorced,Bangalore,35675,13,4,0,1,2,2,4,No,No,2021-03-04,
1444,30,Female,Marketing,Specialist,High School,Single,Pune,46465,11,2,5,2,3,2,3,No,Yes,2011-11-07,2012-07-03
1445,55,Male,Finance,Associate,Masters,Married,Chennai,99637,4,5,6,2,3,4,2,Yes,No,2019-05-26,
1446,40,Female,HR,Executive,Bachelors,Divorced,Mumbai,137353,1,3,1,4,3,4,3,Yes,No,2011-02-27,
1447,58,Other,Sales,Manager,High School,Single,Chennai,27704,3,8,8,4,2,1,2,Yes,No,2019-07-17,
1448,23,Female,HR,Specialist,Bachelors,Single,Mumbai,26641,13,13,8,1,3,3,5,No,Yes,2023-01-05,2023-08-07
1449,54,Male,R&D,Executive,High School,Divorced,Mumbai,98183,0,9,0,1,3,1,5,No,No,2012-11-11,
1450,22,Other,Finance,Executive,Bachelors,Married,Mumbai,185166,13,14,1,4,1,1,4,Yes,No,2014-12-26,
1451,49,Other,Finance,Specialist,Bachelors,Single,Bangalore,173290,4,0,5,1,4,4,2,No,No,2012-09-08,
1452,37,Female,Operations,Associate,High School,Married,Delhi,42455,16,9,8,5,2,3,1,No,No,2023-07-10,
1453,36,Other,Finance,Manager,Bachelors,Single,Bangalore,148305,17,14,0,5,3,4,1,No,No,2016-07-29,
1454,39,Female,IT,Manager,Masters,Married,Chennai,21067,2,5,3,5,1,3,1,Yes,No,2015-05-13,
1455,36,Other,Sales,Associate,Masters,Divorced,Hyderabad,53939,2,11,2,5,3,4,3,Yes,No,2017-06-15,
1456,50,Other,R&D,Executive,Bachelors,Divorced,Pune,79314,15,11,0,4,1,1,9,Yes,No,2016-05-24,
1457,39,Male,Finance,Engineer,PhD,Divorced,Mumbai,191735,14,8,9,2,3,4,3,No,Yes,2015-12-04,2018-03-24
1458,43,Female,Finance,Associate,PhD,Single,Pune,153479,4,12,6,1,3,1,7,Yes,No,2021-07-22,
1459,38,Female,Operations,Analyst,Masters,Divorced,Bangalore,190505,6,11,1,5,4,2,1,No,No,2019-10-07,
1460,33,Female,R&D,Analyst,Bachelors,Married,Bangalore,102579,16,1,2,3,3,2,0,No,No,2017-09-08,
1461,40,Other,Sales,Manager,Masters,Single,Delhi,129762,7,7,6,3,2,1,5,Yes,No,2015-04-11,
1462,52,Male,Finance,Specialist,High School,Single,Delhi,161868,9,4,8,2,3,3,1,No,Yes,2010-01-21,2018-06-17
1463,31,Female,HR,Manager,PhD,Divorced,Mumbai,141649,2,9,8,2,4,4,8,No,No,2019-03-22,
1464,25,Female,Finance,Specialist,High School,Single,Mumbai,35305,9,13,1,5,4,2,1,No,No,2017-03-31,
1465,22,Other,IT,Executive,High School,Divorced,Delhi,123038,10,13,9,2,2,2,5,No,No,2010-11-27,
1466,37,Male,IT,Associate,Bachelors,Married,Mumbai,151605,10,2,0,5,4,4,9,No,Yes,2018-05-04,2020-03-03
1467,56,Female,Sales,Executive,High School,Divorced,Pune,186811,13,9,3,5,2,2,8,No,No,2017-06-20,
1468,50,Female,R&D,Manager,Masters,Married,Pune,55934,7,7,3,1,3,3,9,No,No,2021-06-23,
1469,25,Male,Operations,Analyst,Bachelors,Married,Mumbai,100730,7,8,3,5,1,1,6,No,No,2012-10-15,
1470,35,Male,R&D,Associate,Masters,Married,Bangalore,118980,18,6,5,4,3,3,8,Yes,No,2021-11-15,
1471,51,Other,Marketing,Analyst,Bachelors,Married,Chennai,109609,10,6,2,3,2,3,1,No,No,2018-03-14,
1472,49,Other,Finance,Manager,Masters,Married,Bangalore,116085,17,8,6,4,2,1,6,No,No,2018-04-24,
1473,30,Other,Finance,Associate,PhD,Single,Mumbai,76878,17,6,3,2,4,1,2,No,Yes,2017-06-13,2022-03-02
1474,21,Female,Marketing,Engineer,High School,Divorced,Bangalore,26734,0,5,6,4,3,4,0,Yes,No,2015-02-24,
1475,32,Female,Marketing,Executive,PhD,Divorced,Delhi,40373,12,11,5,1,2,4,3,Yes,No,2014-08-27,
1476,54,Other,R&D,Engineer,Masters,Single,Mumbai,110918,8,8,4,3,1,2,7,No,No,2011-05-19,
1477,52,Male,Finance,Specialist,High School,Single,Chennai,103488,4,1,9,1,2,2,3,No,No,2014-08-05,
1478,54,Female,Sales,Manager,Masters,Single,Hyderabad,169854,6,0,5,3,1,2,4,No,No,2016-10-23,
1479,41,Female,R&D,Specialist,PhD,Single,Pune,126998,5,1,0,4,4,1,3,No,No,2023-03-25,
